snapshot_id,system_timestamp,system_cpu_percent,system_memory_percent,system_load_1min,system_process_count,timestamp,pid,name,status,ppid,cpu_percent,memory_percent,memory_mb,num_threads,nice,process_age,process_type,io_intensity,user_time,system_time,cmdline,cpu_rolling_mean,cpu_rolling_std,cpu_ewma,delta_cpu_time,delta_cpu_time_ewma,estimated_remaining_cpu_burst,last_scheduled_time,priority_score,context_switch_cost_estimate
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,1464,lsass.exe,running,1360,0.300000,0.156535622949,25.214844,14,0,1731608.988845,other,0.000000,768.218750,844.000000,,0.300000,0.000000,0.300000,0.000000,0.000000,0.000000,inf,0.000000,0.242521
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,1516,msedgewebview2.exe,running,13112,0.000000,0.068264566786,10.996094,7,32,3611.244983,other,0.000000,0.062500,0.140625,"C:\Program Files (x86)\Microsoft\EdgeWebView\Application\141.0.3537.57\msedgewebview2.exe --type=crashpad-handler --user-data-dir=C:\Users\Apurav\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView /prefetch:4 /pfhostedapp:f15cd0498ab278632c982c1e5ec95f47df555a83 --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\Apurav\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\Crashpad --metrics-dir=C:\Users\Apurav\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=141.0.7390.55 --annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\141.0.3537.57\msedgewebview2.exe --annotation=plat=Win64 --annotation=prod=Edge WebView2 --annotation=ver=141.0.3537.57 --initial-client-data=0x178,0x17c,0x180,0x154,0x188,0x7ffd9b6aa9d8,0x7ffd9b6aa9e4,0x7ffd9b6aa9f0",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,-32.000000,0.171100
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,1536,svchost.exe,running,1436,0.000000,0.010742878539,1.730469,1,0,1731574.594507,system,0.000000,0.421875,0.562500,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.110173
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,1672,svchost.exe,running,1436,0.300000,0.298884826157,48.144531,25,0,1731608.789253,system,0.000000,497.265625,571.734375,,0.300000,0.000000,0.300000,0.000000,0.000000,0.000000,inf,0.000000,0.354814
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,1708,fontdrvhost.exe,running,1360,0.000000,0.005698818186,0.917969,5,0,1731608.773375,other,0.000000,0.093750,0.093750,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.150092
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,1748,WUDFHost.exe,running,1436,0.000000,0.057303435636,9.230469,19,0,1731608.765195,other,148.000000,19.109375,87.296875,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.290923
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,1808,RuntimeBroker.exe,running,1672,0.000000,0.085433772215,13.761719,2,32,3577.344655,other,0.000000,0.109375,0.078125,C:\Windows\System32\RuntimeBroker.exe -Embedding,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,-32.000000,0.121376
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,1848,svchost.exe,running,1436,0.200000,0.138129652721,22.250000,17,0,1731608.714012,system,0.000000,971.140625,736.250000,,0.200000,0.000000,0.200000,0.000000,0.000000,0.000000,inf,0.000000,0.272225
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,1892,svchost.exe,running,1436,0.100000,0.047239565221,7.609375,7,0,1731608.694599,system,0.000000,76.328125,114.906250,,0.100000,0.000000,0.100000,0.000000,0.000000,0.000000,inf,0.000000,0.170761
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,1932,svchost.exe,running,1436,0.000000,0.009287861129,1.496094,3,0,1731608.559862,system,0.000000,59.703125,7.140625,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.130150
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,1964,WUDFHost.exe,running,1436,0.000000,0.039794726144,6.410156,11,0,1731608.622170,other,0.000000,9.640625,10.640625,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.210641
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,2068,backgroundTaskHost.exe,stopped,1672,0.000000,0.153892341322,24.789062,18,32,39.950958,other,0.000000,0.187500,0.187500,C:\WINDOWS\system32\BackgroundTaskHost.exe -ServerName:BackgroundTaskHost.WebAccountProvider,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,-32.000000,0.282479
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,2136,WUDFHost.exe,running,1436,0.000000,0.012391898269,1.996094,5,0,1731608.231431,other,0.000000,0.421875,0.562500,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.150200
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,2192,svchost.exe,running,1436,0.000000,0.045808798102,7.378906,5,0,1731608.537246,system,0.000000,30.640625,63.453125,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.150738
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,2200,svchost.exe,running,1436,0.000000,0.072387116112,11.660156,9,0,1731608.537235,system,0.000000,65.609375,107.640625,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.191166
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,2208,svchost.exe,running,1436,0.000000,0.045978550133,7.406250,3,0,1731608.537181,system,0.000000,3.828125,5.640625,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.130741
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,2216,svchost.exe,running,1436,0.000000,0.037466698289,6.035156,3,0,1731608.537084,system,0.000000,6.546875,5.890625,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.130604
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,2244,svchost.exe,running,1436,0.000000,0.016102192663,2.593750,3,0,1731608.535636,system,0.000000,16.312500,16.515625,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.130259
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,2380,WUDFHost.exe,running,1436,0.000000,0.013652913357,2.199219,5,0,1731608.523411,other,0.000000,0.265625,0.328125,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.150220
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,2388,IntelCpHDCPSvc.exe,running,1436,0.000000,0.012222146238,1.968750,3,0,1731608.522345,other,0.000000,0.125000,0.187500,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.130197
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,2404,svchost.exe,running,1436,0.000000,0.036472436393,5.875000,11,0,1731608.521257,system,0.000000,3.125000,2.718750,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.210588
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,2412,Locator.exe,running,1436,0.000000,0.005238062673,0.843750,2,0,1731282.292924,other,0.000000,0.046875,0.015625,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.120084
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,2428,svchost.exe,running,1436,0.000000,0.098504678608,15.867188,11,0,1731608.519300,system,0.000000,105.843750,101.687500,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.211587
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,2460,svchost.exe,running,1436,0.000000,0.014283420901,2.300781,7,0,1731608.517800,system,0.000000,1.187500,2.078125,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.170230
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,2584,svchost.exe,running,1436,2.000000,0.075685155573,12.191406,7,0,1731608.509524,system,0.000000,4617.765625,3910.703125,,2.000000,0.000000,2.000000,0.000000,0.000000,0.000000,inf,0.000000,0.171219
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,2724,svchost.exe,running,1436,0.100000,0.185635971134,29.902344,18,0,1731608.496047,system,0.000000,405.031250,523.093750,,0.100000,0.000000,0.100000,0.000000,0.000000,0.000000,inf,0.000000,0.282990
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,2772,svchost.exe,running,1436,0.000000,0.123821981530,19.945312,11,0,1731470.513260,system,0.000000,387.875000,1808.656250,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.211995
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,2996,svchost.exe,running,1436,0.400000,0.048937085532,7.882812,12,0,1731608.418104,system,0.000000,1403.484375,1494.562500,,0.400000,0.000000,0.400000,0.000000,0.000000,0.000000,inf,0.000000,0.220788
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,3016,ms-teams.exe,running,42928,0.000000,0.155177606700,24.996094,60,32,3612.715903,other,13384.000000,28.750000,422.328125,C:\Program Files\WindowsApps\MSTeams_25255.703.3978.7153_x64__8wekyb3d8bbwe\ms-teams.exe msteams:system-initiated,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,-32.000000,0.702500
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,3056,NVDisplay.Container.exe,running,1436,0.400000,0.168200012513,27.093750,40,0,1731608.374524,other,0.000000,1313.671875,2308.328125,,0.400000,0.000000,0.400000,0.000000,0.000000,0.000000,inf,0.000000,0.502709
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,3064,svchost.exe,running,1436,0.000000,0.022843773326,3.679688,2,0,1619163.334220,system,0.000000,1.828125,2.406250,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.120368
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,3152,dasHost.exe,running,4892,0.000000,0.005189562093,0.835938,1,0,523089.475003,other,0.000000,0.000000,0.046875,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.110084
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,3156,svchost.exe,running,1436,0.800000,0.143998222939,23.195312,7,0,1731605.667531,system,0.000000,1685.734375,3136.718750,,0.800000,0.000000,0.800000,0.000000,0.000000,0.000000,inf,0.000000,0.172320
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,3196,WUDFHost.exe,running,1436,0.000000,0.012367647979,1.992188,5,0,1731607.983724,other,0.000000,0.031250,0.062500,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.150199
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,3236,WidgetService.exe,running,1672,0.000000,0.173486575767,27.945312,5,32,3728.647473,other,0.000000,0.796875,1.125000,C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.14.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe -RegisterProcessAsComServer -Embedding,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,-32.000000,0.152795
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,3316,svchost.exe,running,1436,0.000000,0.107865290608,17.375000,12,0,1731607.973361,system,70912.000000,81.609375,79.703125,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.221738
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,3336,svchost.exe,running,1436,0.000000,0.030337112984,4.886719,8,0,1731607.970813,system,0.000000,94.265625,113.125000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.180489
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,3392,svchost.exe,running,1436,0.000000,0.054563152848,8.789062,6,0,1731607.962266,system,0.000000,198.203125,2184.437500,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.160879
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,3400,svchost.exe,running,1436,0.000000,0.012852653782,2.070312,5,0,1731607.962127,system,0.000000,4.125000,5.625000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.150207
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,3408,svchost.exe,running,1436,0.000000,0.028639592673,4.613281,5,0,1731607.962084,system,0.000000,3.656250,3.375000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.150461
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,3464,conhost.exe,running,43656,0.000000,0.044135528082,7.109375,2,32,1824.103407,other,0.000000,0.000000,0.015625,\??\C:\WINDOWS\system32\conhost.exe 0x4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,-32.000000,0.120711
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,3480,svchost.exe,running,1436,0.000000,0.027645330776,4.453125,7,0,1731607.950238,system,0.000000,4.656250,5.062500,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.170445
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,3532,MemCompression,running,4,1.500000,4.397644617818,708.375000,82,0,1731607.942907,other,0.000000,0.000000,4640.390625,,1.500000,0.000000,1.500000,0.000000,0.000000,0.000000,inf,0.000000,0.990838
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,3576,svchost.exe,running,1436,0.000000,0.030118860372,4.851562,4,0,1731607.939979,system,0.000000,73.593750,140.171875,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.140485
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,3584,svchost.exe,running,1436,0.000000,0.036739189584,5.917969,3,0,1731607.939079,system,0.000000,3.140625,3.531250,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.130592
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,3612,msedgewebview2.exe,running,5668,0.000000,0.118996173789,19.167969,10,32,3788.900299,other,672.000000,0.078125,0.093750,"C:\Program Files (x86)\Microsoft\EdgeWebView\Application\141.0.3537.57\msedgewebview2.exe --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --noerrdialogs --user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26100.6584) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26100 IsWebView2/True (WebView2Version 140.0.3485.94) --user-data-dir=C:\Users\Apurav\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView --webview-exe-name=SearchHost.exe --webview-exe-version=2125.21002.10.0 --embedded-browser-webview=1 --startup-read-main-dll --metrics-shmem-handle=2288,i,2977540210187997409,16921025850209920259,524288 --field-trial-handle=1928,i,7065790452599567592,8142070800442649039,262144 --enable-features=ForceSWDCompWhenDCompFallbackRequired,LocalNetworkAccessForFencedFrameNavigationsWarningOnly,LocalNetworkAccessForNavigationsWarningOnly,LocalNetworkAccessForSubframeNavigationsWarningOnly,LocalNetworkAccessForWorkersWarningOnly,msAggressiveCacheTrimming,msCustomDataPartition,msEdgeFluentOverlayScrollbar,msWebView2NoTabForScreenShare,msWebViewAppLifeCycleWorkaround --disable-features=BackForwardCache,BackgroundTabLoadingFromPerformanceManager,CloseOmniboxPopupOnInactiveAreaClick,CollectAVProductsInfo,CollectCodeIntegrityInfo,EnableHangWatcher,FilterAdsOnAbusiveSites,GetWifiProtocol,LoginDetection,MediaFoundationCameraUsageMonitoring,PreconnectToSearch,SafetyHub,SegmentationPlatform,SpareRendererForSitePerProcess,Ukm,WebPayments,msAITrackerClassification,msAbydosForWindowlessWV2,msAffirmVirtualCard,msAllowChromeWebstore,msAllowMSAPrtSSOForNonMSAProfile,msApplicationGuard,msAskBeforeClosingMultipleTabs,msAutoToggleAADPrtSSOForNonAADProfile,msAutofillEdgeCoupons,msAutofillEdgeCouponsAutoApply,msAutofillEdgeServiceRequest,msAutofillEnableEdgeSuggestions,msAutomaticTabFreeze,msBrowserSettingsSupported,msCoarseGeolocationService,msDataProtection,msDesktopMode,msDesktopRewards,msDisableVariationsSeedFetchThrottling,msEEProactiveHistory,msETFOffstoreExtensionFileDataCollection,msETFPasswordTheftDNRActionSignals,msEdgeAdPlatformUI,msEdgeAddWebCapturetoCollections,msEdgeAutofillShowDeployedPassword,msEdgeCaptureSelectionInPDF,msEdgeCloudConfigService,msEdgeCloudConfigServiceV2,msEdgeCohorts,msEdgeCollectionsPrismExperiment1,msEdgeCollectionsPrismOverallMigration,msEdgeComposeNext,msEdgeEnableNurturingFramework,msEdgeEnclavePrefsBasic,msEdgeEnclavePrefsNotification,msEdgeFaviconService,msEdgeHJTelemetry,msEdgeHubAppSkype,msEdgeImageEditorUI,msEdgeLinkDoctor,msEdgeMouseGestureDefaultEnabled,msEdgeMouseGestureSupported,msEdgeNewDeviceFre,msEdgeOnRampFRE,msEdgeOnRampImport,msEdgePDFCMHighlightUX,msEdgePasswordIris,msEdgePasswordIrisSaveBubble,msEdgePasswordStrengthCheck,msEdgeProngPersonalization,msEdgeReadingView,msEdgeRose,msEdgeScreenshotUI,msEdgeSendTabToSelf,msEdgeSettingsImport,msEdgeSettingsImportV2,msEdgeShoppingPersistentStorage,msEdgeShoppingUI,msEdgeSmartFind,msEdgeSuperDragDefaultEnabled,msEdgeSuperDragDropSupported,msEdgeTranslate,msEdgeUpdatesMoreMenuPill,msEdgeWebCapture,msEdgeWebCaptureUniformExperience,msEdgeWebContentFilteringFeedback,msEdgeWorkSearchBanner,msEnableCustomJobMemoryLimitsOnXbox,msEnableMIPForPDF,msEnablePdfUpsell,msEnableThirdPartyScanning,msEnableWebSignInCta,msEnableWebToBrowserSignIn,msEndpointDlp,msEntityExtraction,msExtensionTelemetryFramework,msExternalTaskManager,msFileSystemAccessDirectoryIterationBlocklistCheck,msForceBrowserSignIn,msForeignSessionsPage,msGeolocationAccessService,msGeolocationOSLocationPermissionFallback,msGeolocationSQMService,msGeolocationService,msGrowthInfraLaunchSourceLogging,msGuidedSwitchAllowed,msHubPinPersist,msImplicitSignin,msIrm,msIrmv2,msKlarnaVirtualCard,msLlmConsumerDlpPurview,msLoadStatistics,msLogIsEdgePinnedToTaskbarOnLaunch,msMIPCrossTenantPdfViewSupport,msMdatpWebSiteDlp,msNotificationPermissionForPWA,msNumberOfSitesToPin,msNurturingGlobalSitePinningOnCloseModal,msNurturingSitePinningCITopSites,msNurturingSitePinningWithWindowsConsent,msOnHoverSearchInSidebar,msOpenOfficeDocumentsInWebViewer,msPageInteractionRestrictionRevoke,msPasswordBreachDetection,msPdfAnnotationsVisibility,msPdfDataRecovery,msPdfDigitalSignatureRead,msPdfFreeText,msPdfFreeTextForCJK,msPdfHighlightMode,msPdfInking,msPdfKeyphraseSupport,msPdfOOUI,msPdfPopupMarkerRenderer,msPdfShare,msPdfSharedLibrary,msPdfTextNote,msPdfTextNoteMoreMenu,msPdfThumbnailCache,msPdfUnderside,msPdfViewRestore,msPersonalizationUMA,msPriceComparison,msPrintInWebView2,msPromptDefaultHandlerForPDF,msReactiveSearch,msReadAloud,msReadAloudPdf,msRedirectToShoreline,msRevokeExtensions,msSaasDlp,msShoppingTrigger,msShorelineSearch,msShorelineSearchFindOnPageWebUI,msShowOfflineGameEntrance,msShowReadAloudIconInAddressBar,msShowUXForAADPrtSSOForNonAADProfile,msSitePinningWithoutUi,msSmartScreenProtection,msSuspendMessageForNewSessionWhenHavingPendingNavigation,msSyncEdgeCollections,msTabResourceStats,msTokenizationAutofillInlineEnabled,msTouchMode,msTriggeringSignalGenerator,msUserUnderstanding,msVideoSuperResolutionUI,msWalletBuyNow,msWalletCheckout,msWalletDiagnosticDataLogger,msWalletHubEntry,msWalletHubIntlP3,msWalletPartialCard,msWalletPasswordCategorization,msWalletPasswordCategorizationPlatformExpansion,msWalletTokenizationCardMetadata,msWalletTokenizedAutofill,msWebAssist,msWebAssistHistorySearchService,msWebOOUI,msWindowsTaskManager,msWindowsUserActivities,msZipPayVirtualCard --variations-seed-version --mojo-platform-channel-handle=2412 /prefetch:13 /pfhostedapp:7ec900cd80bcd40865801b7bd3bf07d2d758c7e6",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,-32.000000,0.201917
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,3664,svchost.exe,running,1436,0.000000,0.048112575667,7.750000,3,0,1731607.928678,system,0.000000,6.906250,18.437500,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.130775
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,3672,svchost.exe,running,1436,0.000000,0.029245849927,4.710938,7,0,1731607.928297,system,0.000000,13.250000,6.796875,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.170471
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,3768,svchost.exe,running,1436,0.000000,0.081262722308,13.089844,8,0,1731607.885852,system,0.000000,43.390625,87.250000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.181309
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,3792,mongod.exe,running,1436,1.000000,0.137862899530,22.207031,34,0,1731607.370201,other,65018.000000,2945.203125,5399.921875,,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,inf,0.000000,0.442221
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,3800,svchost.exe,running,1436,0.000000,0.022722521875,3.660156,4,0,1731607.875545,system,0.000000,2.062500,2.437500,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.140366
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,3932,svchost.exe,running,1436,0.000000,0.221793153755,35.726562,9,0,1731607.818070,system,0.000000,1261.890625,334.125000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.193573
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,4008,LenovoVantage-(LenovoGamingSystemAddin).exe,running,4988,0.800000,0.093533369127,15.066406,40,0,1731582.806154,system,0.000000,376.843750,356.421875,,0.800000,0.000000,0.800000,0.000000,0.000000,0.000000,inf,0.000000,0.501507
1,1759985944.084028,7.800,82.900,0.000000,324,2025-10-09T10:29:04.084028,4104,nvcontainer.exe,running,1436,0.100000,0.156317370337,25.179688,34,0,1731607.370562,other,0.000000,191.875000,211.562500,,0.100000,0.000000,0.100000,0.000000,0.000000,0.000000,inf,0.000000,0.442518
