snapshot_id,system_timestamp,system_cpu_percent,system_memory_percent,system_load_1min,system_process_count,timestamp,pid,name,status,ppid,cpu_percent,memory_percent,memory_mb,num_threads,nice,process_age,process_type,io_intensity,user_time,system_time,cmdline,priority_score,priority_class
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,2380,WUDFHost.exe,running,1436,0.0,0.017848213554,2.875,5,0,1677950.031753,other,0.0,0.265625,0.3125,,43.78,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,2388,IntelCpHDCPSvc.exe,running,1436,0.0,0.012416148559,2.0,3,0,1677950.030687,other,0.0,0.125,0.1875,,43.88,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,2404,svchost.exe,running,1436,0.0,0.039285470051,6.328125,9,0,1677950.029599,system,0.0,3.109375,2.609375,,41.81,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,2412,Locator.exe,running,1436,0.0,0.004971309482,0.800781,2,0,1677623.801266,other,0.0,0.046875,0.015625,,43.97,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,2460,svchost.exe,running,1436,0.0,0.017023703689,2.742188,7,0,1677950.026142,system,0.0,1.15625,2.03125,,42.78,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,2632,Code.exe,running,9428,0.0,0.062808251501,10.117188,7,32,110428.812656,interactive,0.0,0.15625,0.328125,"C:\Users\Apurav\AppData\Local\Programs\Microsoft VS Code\Code.exe --type=crashpad-handler --user-data-dir=C:\Users\Apurav\AppData\Roaming\Code /prefetch:4 --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\Apurav\AppData\Roaming\Code\Crashpad --url=appcenter://code?aid=a4e3233c-699c-46ec-b4f4-9c2a77254662&uid=3acd3581-e69f-4550-b44c-8bc24451dfa9&iid=3acd3581-e69f-4550-b44c-8bc24451dfa9&sid=3acd3581-e69f-4550-b44c-8bc24451dfa9 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.104.3 --annotation=plat=Win64 --annotation=prod=Electron --annotation=ver=37.3.1 --initial-client-data=0x498,0x49c,0x4a0,0x494,0x4a4,0x7ff71f586304,0x7ff71f586310,0x7ff71f586320",35.14,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,2820,cmd.exe,running,34260,0.0,0.028712343543,4.625,1,32,7609.227543,other,0.0,0.0,0.0,C:\WINDOWS\system32\cmd.exe /d /s /c C:\Program Files\McAfee\wps\1.33.152.1\extnhost\mc-extn-browserhost.exe chrome-extension://fheoggkfdfchfphceeifdbepaooicaho/ --parent-window=0 < \\.\pipe\chrome.nativeMessaging.in.281251c59865124d > \\.\pipe\chrome.nativeMessaging.out.281251c59865124d,35.02,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,3064,svchost.exe,running,1436,0.0,0.025608306403,4.125,2,0,1565504.842562,system,0.0,1.78125,2.3125,,42.09,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,3152,dasHost.exe,running,4892,0.0,0.006668829793,1.074219,1,0,469430.983345,other,0.0,0.0,0.046875,,40.38,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,3196,WUDFHost.exe,running,1436,0.0,0.01251314972,2.015625,5,0,1677949.492066,other,0.0,0.03125,0.0625,,43.96,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,3224,msedge.exe,running,43284,0.0,0.214299814097,34.519531,23,32,31727.31193,other,0.0,1.453125,1.734375,"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-pre-read-main-dll --startup-read-main-dll --metrics-shmem-handle=2472,i,5476387376157022436,10078991206101679039,524288 --field-trial-handle=2328,i,3693845427014928361,4980737284678340405,262144 --variations-seed-version --mojo-platform-channel-handle=2624 /prefetch:11",33.87,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,3400,svchost.exe,running,1436,0.0,0.011640139274,1.875,4,0,1677949.470469,system,0.0,3.921875,5.28125,,40.47,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,3408,svchost.exe,running,1436,0.0,0.033247147802,5.355469,5,0,1677949.470426,system,0.0,3.5625,3.296875,,41.37,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,3480,svchost.exe,running,1436,0.0,0.028421340061,4.578125,7,0,1677949.45858,system,0.0,4.546875,4.9375,,40.36,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,3584,svchost.exe,running,1436,0.0,0.041055741232,6.613281,2,0,1677949.447421,system,0.0,3.0625,3.46875,,41.5,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,3664,svchost.exe,running,1436,0.0,0.040861738911,6.582031,2,0,1677949.43702,system,0.0,6.171875,15.78125,,35.58,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,3672,svchost.exe,running,1436,0.0,0.036860441035,5.9375,7,0,1677949.436639,system,0.0,12.6875,6.4375,,36.67,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,3800,svchost.exe,running,1436,0.0,0.02194651259,3.535156,3,0,1677949.383887,system,0.0,2.03125,2.421875,,42.29,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,4144,svchost.exe,running,1436,0.0,0.030991870818,4.992188,4,0,1677949.137422,system,0.0,3.390625,3.203125,,41.47,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,4244,svchost.exe,running,1436,0.0,0.047239565221,7.609375,4,0,1677949.127901,system,0.0,42.09375,20.21875,,20.1,Low
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,4444,svchost.exe,running,1436,0.0,0.044669034465,7.195312,6,0,1677949.074998,system,0.0,5.796875,11.859375,,37.23,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,4548,spoolsv.exe,running,1436,0.0,0.049494842206,7.972656,7,0,1677948.98483,other,0.0,3.53125,5.296875,,40.61,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,4648,mysqld.exe,running,1436,0.0,0.018211967906,2.933594,3,0,1677948.875992,other,0.0,0.046875,0.0625,,43.96,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,4724,svchost.exe,running,1436,0.0,0.013410410456,2.160156,2,0,1677948.903046,system,0.0,1.359375,1.484375,,42.91,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,4920,OneApp.IGCC.WinService.exe,running,1436,0.0,0.056891180703,9.164062,6,0,1677948.891233,development,0.0,20.5,24.421875,,26.77,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,4932,svchost.exe,running,1436,0.0,0.047288065802,7.617188,6,0,1677948.890071,system,0.0,5.421875,6.265625,,39.52,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,4968,conhost.exe,running,9588,0.0,0.006135323409,0.988281,2,0,1677932.183031,other,0.0,0.078125,0.0625,,43.95,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,4972,IntelAudioService.exe,running,1436,0.0,0.047336566382,7.625,7,0,1677948.889075,other,0.0,2.546875,3.703125,,41.6,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,4980,jhi_service.exe,running,1436,0.0,0.007614591109,1.226562,2,0,1677948.888412,other,0.0,0.078125,0.03125,,43.96,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,5068,ipfsvc.exe,running,1436,0.0,0.015035179896,2.421875,8,0,1677948.882769,other,0.0,0.328125,0.578125,,43.65,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,5156,pg_ctl.exe,running,1436,0.0,0.007517589948,1.210938,2,0,1677948.873109,other,0.0,0.109375,0.078125,,43.93,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,5276,svchost.exe,running,1436,0.0,0.011834141596,1.90625,3,0,1677948.866245,system,0.0,0.0625,0.078125,,43.95,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,5408,WMIRegistrationService.exe,running,1436,0.0,0.011446136953,1.84375,2,0,1677948.854535,other,0.0,0.171875,0.21875,,43.85,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,5456,svchost.exe,running,1436,0.0,0.101075209365,16.28125,8,0,1677948.852113,system,0.0,15.796875,17.96875,,31.05,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,5484,svchost.exe,running,1436,0.0,0.014380422062,2.316406,2,0,1677948.848203,system,0.0,1.34375,1.5,,42.91,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,5544,ipf_uf.exe,running,1436,0.0,0.016926702528,2.726562,5,0,1677948.840805,other,0.0,2.21875,2.5625,,42.17,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,5564,wslservice.exe,running,1436,0.0,0.058734202755,9.460938,5,0,1677948.837176,other,0.0,7.3125,7.421875,,38.35,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,5716,svchost.exe,running,1436,0.0,0.106289021748,17.121094,5,0,75215.95104,system,0.0,20.515625,3.625,,29.97,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,6076,OfficeClickToRun.exe,running,1436,0.0,0.182677435736,29.425781,19,0,383346.5217,other,0.0,29.875,25.859375,,18.77,Low
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,6372,msedgewebview2.exe,running,3008,0.0,0.028639592673,4.613281,7,32,111220.782532,other,0.0,0.078125,0.0625,"C:\Program Files (x86)\Microsoft\EdgeWebView\Application\140.0.3485.94\msedgewebview2.exe --type=crashpad-handler --user-data-dir=C:\Users\Apurav\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView /prefetch:4 /pfhostedapp:89fd2c8424a52e419d22113fab889cb95e0b5251 --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\Apurav\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Crashpad --metrics-dir=C:\Users\Apurav\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=140.0.7339.208 --annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\140.0.3485.94\msedgewebview2.exe --annotation=plat=Win64 --annotation=prod=Edge WebView2 --annotation=ver=140.0.3485.94 --initial-client-data=0x17c,0x180,0x184,0x158,0x18c,0x7ffd983f2300,0x7ffd983f230c,0x7ffd983f2318",35.28,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,6496,svchost.exe,running,1436,0.0,0.052817131957,8.507812,2,0,1677942.744442,system,0.0,6.921875,18.53125,,34.24,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,6740,msedgewebview2.exe,running,15620,0.0,0.029949108341,4.824219,7,32,111116.675802,other,0.0,0.078125,0.171875,"C:\Program Files (x86)\Microsoft\EdgeWebView\Application\140.0.3485.94\msedgewebview2.exe --type=crashpad-handler --user-data-dir=C:\Users\Apurav\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView /prefetch:4 /pfhostedapp:f15cd0498ab278632c982c1e5ec95f47df555a83 --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\Apurav\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\Crashpad --metrics-dir=C:\Users\Apurav\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=140.0.7339.208 --annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\140.0.3485.94\msedgewebview2.exe --annotation=plat=Win64 --annotation=prod=Edge WebView2 --annotation=ver=140.0.3485.94 --initial-client-data=0x17c,0x180,0x184,0x158,0x18c,0x7ffd983f2300,0x7ffd983f230c,0x7ffd983f2318",35.24,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,6984,svchost.exe,running,1436,0.0,0.026723819751,4.304688,3,32,111284.897824,system,0.0,0.234375,0.015625,C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s webthreatdefusersvc,35.24,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,7268,svchost.exe,running,1436,0.0,0.020224741989,3.257812,2,0,1677948.401356,system,0.0,1.765625,2.03125,,42.54,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,7480,svchost.exe,running,1436,0.0,0.035575175657,5.730469,5,0,1677810.832151,system,0.0,3.5625,3.34375,,41.35,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,7520,msedge.exe,running,43284,0.0,0.047385066962,7.632812,7,32,31728.589092,other,0.0,0.09375,0.078125,"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe --type=crashpad-handler --user-data-dir=C:\Users\Apurav\AppData\Local\Microsoft\Edge\User Data /prefetch:4 --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\Apurav\AppData\Local\Microsoft\Edge\User Data\Crashpad --metrics-dir=C:\Users\Apurav\AppData\Local\Microsoft\Edge\User Data --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=141.0.7390.55 --annotation=exe=C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe --annotation=plat=Win64 --annotation=prod=Edge --annotation=ver=141.0.3537.57 --initial-client-data=0x2e0,0x2e4,0x2e8,0x2dc,0x2b8,0x7ffd7699a9d8,0x7ffd7699a9e4,0x7ffd7699a9f0",35.03,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,7796,msedgewebview2.exe,running,14520,0.0,0.187309241155,30.171875,22,32,111281.620598,other,0.0,3.78125,3.890625,"C:\Program Files (x86)\Microsoft\EdgeWebView\Application\140.0.3485.94\msedgewebview2.exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --noerrdialogs --user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26100.6584) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26100 IsWebView2/True (WebView2Version 140.0.3485.94) --user-data-dir=C:\Users\Apurav\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView --webview-exe-name=SearchHost.exe --webview-exe-version=2125.21002.10.0 --embedded-browser-webview=1 --always-read-main-dll --metrics-shmem-handle=2084,i,1241977501378494326,7032524861057453128,524288 --field-trial-handle=1936,i,8445899803886568412,17068790396625725215,262144 --enable-features=ForceSWDCompWhenDCompFallbackRequired,msAggressiveCacheTrimming,msCustomDataPartition,msEdgeFluentOverlayScrollbar,msWebView2NoTabForScreenShare,msWebViewAppLifeCycleWorkaround --disable-features=BackForwardCache,BackgroundTabLoadingFromPerformanceManager,CloseOmniboxPopupOnInactiveAreaClick,CollectAVProductsInfo,CollectCodeIntegrityInfo,EnableHangWatcher,FilterAdsOnAbusiveSites,GetWifiProtocol,LoginDetection,MediaFoundationCameraUsageMonitoring,PreconnectToSearch,SafetyHub,SegmentationPlatform,SpareRendererForSitePerProcess,Ukm,WebPayments,msAITrackerClassification,msAbydosForWindowlessWV2,msAffirmVirtualCard,msAllowChromeWebstore,msAllowMSAPrtSSOForNonMSAProfile,msApplicationGuard,msAskBeforeClosingMultipleTabs,msAutoToggleAADPrtSSOForNonAADProfile,msAutofillEdgeCoupons,msAutofillEdgeCouponsAutoApply,msAutofillEdgeServiceRequest,msAutofillEnableEdgeSuggestions,msAutomaticTabFreeze,msBrowserSettingsSupported,msCoarseGeolocationService,msDataProtection,msDesktopMode,msDesktopRewards,msDisableVariationsSeedFetchThrottling,msEEProactiveHistory,msETFOffstoreExtensionFileDataCollection,msETFPasswordTheftDNRActionSignals,msEdgeAdPlatformUI,msEdgeAddWebCapturetoCollections,msEdgeAutofillShowDeployedPassword,msEdgeCaptureSelectionInPDF,msEdgeCloudConfigService,msEdgeCloudConfigServiceV2,msEdgeCohorts,msEdgeCollectionsPrismExperiment1,msEdgeCollectionsPrismOverallMigration,msEdgeComposeNext,msEdgeEnableNurturingFramework,msEdgeEnclavePrefsBasic,msEdgeEnclavePrefsNotification,msEdgeFaviconService,msEdgeHJTelemetry,msEdgeHubAppSkype,msEdgeImageEditorUI,msEdgeLinkDoctor,msEdgeMouseGestureDefaultEnabled,msEdgeMouseGestureSupported,msEdgeNewDeviceFre,msEdgeOnRampFRE,msEdgeOnRampImport,msEdgePDFCMHighlightUX,msEdgePasswordIris,msEdgePasswordIrisSaveBubble,msEdgeProngPersonalization,msEdgeReadingView,msEdgeRose,msEdgeScreenshotUI,msEdgeSendTabToSelf,msEdgeSettingsImport,msEdgeSettingsImportV2,msEdgeShoppingPersistentStorage,msEdgeShoppingUI,msEdgeSmartFind,msEdgeSuperDragDefaultEnabled,msEdgeSuperDragDropSupported,msEdgeTranslate,msEdgeUpdatesMoreMenuPill,msEdgeWebCapture,msEdgeWebCaptureUniformExperience,msEdgeWebContentFilteringFeedback,msEdgeWorkSearchBanner,msEnableCustomJobMemoryLimitsOnXbox,msEnableMIPForPDF,msEnablePdfUpsell,msEnableThirdPartyScanning,msEnableWebSignInCta,msEnableWebToBrowserSignIn,msEndpointDlp,msEntityExtraction,msExtensionTelemetryFramework,msExternalTaskManager,msFileSystemAccessDirectoryIterationBlocklistCheck,msForceBrowserSignIn,msForeignSessionsPage,msGeolocationAccessService,msGeolocationOSLocationPermissionFallback,msGeolocationSQMService,msGeolocationService,msGrowthInfraLaunchSourceLogging,msGuidedSwitchAllowed,msHubPinPersist,msImplicitSignin,msIrm,msIrmv2,msKlarnaVirtualCard,msLlmConsumerDlpPurview,msLoadStatistics,msLogIsEdgePinnedToTaskbarOnLaunch,msMIPCrossTenantPdfViewSupport,msMdatpWebSiteDlp,msNotificationPermissionForPWA,msNumberOfSitesToPin,msNurturingGlobalSitePinningOnCloseModal,msNurturingSitePinningCITopSites,msNurturingSitePinningWithWindowsConsent,msOnHoverSearchInSidebar,msOpenOfficeDocumentsInWebViewer,msPageInteractionRestrictionRevoke,msPasswordBreachDetection,msPdfAnnotationsVisibility,msPdfDataRecovery,msPdfDigitalSignatureRead,msPdfFreeText,msPdfFreeTextForCJK,msPdfHighlightMode,msPdfInking,msPdfKeyphraseSupport,msPdfOOUI,msPdfPopupMarkerRenderer,msPdfShare,msPdfSharedLibrary,msPdfTextNote,msPdfTextNoteMoreMenu,msPdfThumbnailCache,msPdfUnderside,msPdfViewRestore,msPersonalizationUMA,msPriceComparison,msPrintInWebView2,msPromptDefaultHandlerForPDF,msReactiveSearch,msReadAloud,msReadAloudPdf,msRedirectToShoreline,msRevokeExtensions,msSaasDlp,msShoppingTrigger,msShorelineSearch,msShorelineSearchFindOnPageWebUI,msShowOfflineGameEntrance,msShowReadAloudIconInAddressBar,msShowUXForAADPrtSSOForNonAADProfile,msSitePinningWithoutUi,msSmartScreenProtection,msSuspendMessageForNewSessionWhenHavingPendingNavigation,msSyncEdgeCollections,msTabResourceStats,msTokenizationAutofillInlineEnabled,msTouchMode,msTriggeringSignalGenerator,msUserUnderstanding,msVideoSuperResolutionUI,msWalletBuyNow,msWalletCheckout,msWalletDiagnosticDataLogger,msWalletHubEntry,msWalletHubIntlP3,msWalletPartialCard,msWalletPasswordCategorization,msWalletPasswordCategorizationPlatformExpansion,msWalletTokenizationCardMetadata,msWalletTokenizedAutofill,msWebAssist,msWebAssistHistorySearchService,msWebOOUI,msWindowsTaskManager,msWindowsUserActivities,msZipPayVirtualCard --variations-seed-version --mojo-platform-channel-handle=2088 /prefetch:11 /pfhostedapp:7ec900cd80bcd40865801b7bd3bf07d2d758c7e6",32.39,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,8044,conhost.exe,running,18084,0.0,0.066227542413,10.667969,3,32,7609.197091,other,0.0,0.015625,0.0,\??\C:\WINDOWS\system32\conhost.exe 0x4,35.02,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,8316,conhost.exe,running,31368,0.0,0.043553521118,7.015625,2,32,1464.105741,other,0.0,0.0,0.0,\??\C:\WINDOWS\system32\conhost.exe 0x4,35.0,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,8348,RtkAudUService64.exe,running,33140,0.0,0.055096659232,8.875,10,32,111221.271217,other,0.0,0.640625,0.53125,C:\Windows\System32\DriverStore\FileRepository\realtekservice.inf_amd64_c607c18cb15933d8\RtkAudUService64.exe -background,34.88,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,8692,cmd.exe,running,34260,0.0,0.028760844123,4.632812,1,32,7609.227571,other,0.0,0.0,0.0,C:\WINDOWS\system32\cmd.exe /d /s /c C:\Program Files\McAfee\WebAdvisor\BrowserHost.exe chrome-extension://fheoggkfdfchfphceeifdbepaooicaho/ --parent-window=0 < \\.\pipe\chrome.nativeMessaging.in.531c2cc752423cb7 > \\.\pipe\chrome.nativeMessaging.out.531c2cc752423cb7,35.02,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,8732,RuntimeBroker.exe,running,1672,0.0,0.098892683251,15.929688,3,32,111280.055038,other,0.0,0.609375,0.84375,C:\Windows\System32\RuntimeBroker.exe -Embedding,34.77,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,8768,BraveCrashHandler64.exe,running,11084,0.0,0.00310403714,0.5,3,0,1677932.571023,other,0.0,0.140625,0.046875,,43.93,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,8852,EpicWebHelper.exe,running,22156,0.0,0.086937290205,14.003906,8,32,111211.72212,other,0.0,1.0625,1.78125,"C:/Program Files (x86)/Epic Games/Launcher/Engine/Binaries/Win64/EpicWebHelper.exe --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=2988,6022874931654052109,13926985125638041991,131072 --disable-features=CalculateNativeWinOcclusion --lang=en-US --service-sandbox-type=none --no-sandbox --locales-dir-path=C:/Program Files (x86)/Epic Games/Launcher/Engine/Binaries/ThirdParty/CEF3/Win64/Resources/locales --log-file=C:/Users/Apurav/AppData/Local/EpicGamesLauncher/Saved/Logs/cef3.log --log-severity=warning --resources-dir-path=C:/Program Files (x86)/Epic Games/Launcher/Engine/Binaries/ThirdParty/CEF3/Win64/Resources --user-agent-product=EpicGamesLauncher/17.2.1-38570976+++Portal+Release-Live UnrealEngine/4.27.0-38570976+++Portal+Release-Live Chrome/90.0.4430.212 --lang=en --log-file=C:/Users/Apurav/AppData/Local/EpicGamesLauncher/Saved/Logs/cef3.log --mojo-platform-channel-handle=6032 /prefetch:8",34.24,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,9020,conhost.exe,running,36280,0.0,0.044766035626,7.210938,2,32,1215.722231,other,0.0,0.015625,0.015625,\??\C:\WINDOWS\system32\conhost.exe 0x4,34.99,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,9080,BraveCrashHandler.exe,running,11084,0.0,0.007614591109,1.226562,3,0,1677932.664896,other,0.0,0.5,0.796875,,43.5,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,9752,svchost.exe,running,1436,0.0,0.101147960235,16.292969,6,0,1677946.780236,system,0.0,18.34375,19.1875,,29.61,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,9908,svchost.exe,running,1436,0.0,0.03140412575,5.058594,4,0,1677946.354116,system,0.0,10.234375,21.140625,,31.97,Medium
1,1759932285.592371,19.3,84.1,0.0,336,2025-10-08T19:34:45.592371,10220,UserOOBEBroker.exe,running,1672,0.0,0.067634059242,10.894531,1,32,17956.139673,other,0.0,0.03125,0.0625,C:\Windows\System32\oobe\UserOOBEBroker.exe -Embedding,35.02,Medium
