snapshot_id,system_timestamp,system_cpu_percent,system_memory_percent,system_load_1min,system_process_count,timestamp,pid,name,status,ppid,cpu_percent,memory_percent,memory_mb,num_threads,nice,process_age,process_type,io_intensity,user_time,system_time,cmdline
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,1748,WUDFHost.exe,running,1436,0.000000,0.078328437200,12.617188,19,0,1677950.273537,other,148.000000,18.781250,85.625000,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,1780,Code.exe,running,9428,0.300000,0.878588012306,141.523438,24,32,1470.167751,interactive,52611.000000,2.531250,3.046875,"C:\Users\Apurav\AppData\Local\Programs\Microsoft VS Code\Code.exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --video-capture-use-gpu-memory-buffer --user-data-dir=C:\Users\Apurav\AppData\Roaming\Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --field-trial-handle=1724,i,14080631026409995697,12548696558300010355,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EnableTransparentHwndEnlargement,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit --variations-seed-version --mojo-platform-channel-handle=4560 /prefetch:14"
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,1848,svchost.exe,running,1436,0.100000,0.144555979612,23.285156,11,0,1677950.222354,system,0.000000,945.875000,715.296875,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,1892,svchost.exe,running,1436,0.000000,0.036278434071,5.843750,5,0,1677950.202941,system,0.000000,74.296875,111.718750,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,1932,svchost.exe,running,1436,0.000000,0.009166609678,1.476562,3,0,1677950.068204,system,0.000000,58.218750,6.968750,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,1964,WUDFHost.exe,running,1436,0.000000,0.049664594237,8.000000,11,0,1677950.130512,other,0.000000,9.328125,10.375000,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,2136,WUDFHost.exe,running,1436,0.000000,0.016102192663,2.593750,5,0,1677949.739773,other,0.000000,0.421875,0.562500,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,2192,svchost.exe,running,1436,0.000000,0.040982990361,6.601562,5,0,1677950.045588,system,0.000000,29.984375,62.250000,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,2200,svchost.exe,running,1436,0.000000,0.073696631780,11.871094,8,0,1677950.045577,system,0.000000,64.015625,104.906250,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,2208,svchost.exe,running,1436,0.000000,0.035793428268,5.765625,3,0,1677950.045523,system,0.000000,3.625000,5.500000,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,2216,svchost.exe,running,1436,0.000000,0.037296946258,6.007812,2,0,1677950.045426,system,0.000000,6.359375,5.781250,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,2244,svchost.exe,running,1436,0.000000,0.016296194984,2.625000,3,0,1677950.043978,system,0.000000,15.468750,15.734375,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,2380,WUDFHost.exe,running,1436,0.000000,0.017848213554,2.875000,5,0,1677950.031753,other,0.000000,0.265625,0.312500,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,2388,IntelCpHDCPSvc.exe,running,1436,0.000000,0.012416148559,2.000000,3,0,1677950.030687,other,0.000000,0.125000,0.187500,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,2404,svchost.exe,running,1436,0.000000,0.039285470051,6.328125,9,0,1677950.029599,system,0.000000,3.109375,2.609375,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,2412,Locator.exe,running,1436,0.000000,0.004971309482,0.800781,2,0,1677623.801266,other,0.000000,0.046875,0.015625,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,2428,svchost.exe,running,1436,0.000000,0.104761253468,16.875000,6,0,1677950.027642,system,0.000000,104.046875,99.609375,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,2460,svchost.exe,running,1436,0.000000,0.017023703689,2.742188,7,0,1677950.026142,system,0.000000,1.156250,2.031250,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,2584,svchost.exe,running,1436,2.800000,0.081068719987,13.058594,10,0,1677950.017866,system,0.000000,4434.937500,3757.578125,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,2632,Code.exe,running,9428,0.000000,0.062808251501,10.117188,7,32,110428.812656,interactive,0.000000,0.156250,0.328125,"C:\Users\Apurav\AppData\Local\Programs\Microsoft VS Code\Code.exe --type=crashpad-handler --user-data-dir=C:\Users\Apurav\AppData\Roaming\Code /prefetch:4 --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\Apurav\AppData\Roaming\Code\Crashpad --url=appcenter://code?aid=a4e3233c-699c-46ec-b4f4-9c2a77254662&uid=3acd3581-e69f-4550-b44c-8bc24451dfa9&iid=3acd3581-e69f-4550-b44c-8bc24451dfa9&sid=3acd3581-e69f-4550-b44c-8bc24451dfa9 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.104.3 --annotation=plat=Win64 --annotation=prod=Electron --annotation=ver=37.3.1 --initial-client-data=0x498,0x49c,0x4a0,0x494,0x4a4,0x7ff71f586304,0x7ff71f586310,0x7ff71f586320"
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,2724,svchost.exe,running,1436,0.000000,0.211389779279,34.050781,19,0,1677950.004389,system,0.000000,397.406250,511.140625,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,2772,svchost.exe,running,1436,0.000000,0.126732016349,20.414062,11,0,1677812.021602,system,0.000000,379.343750,1763.250000,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,2820,cmd.exe,running,34260,0.000000,0.028712343543,4.625000,1,32,7609.227543,other,0.000000,0.000000,0.000000,C:\WINDOWS\system32\cmd.exe /d /s /c C:\Program Files\McAfee\wps\1.33.152.1\extnhost\mc-extn-browserhost.exe chrome-extension://fheoggkfdfchfphceeifdbepaooicaho/ --parent-window=0 < \\.\pipe\chrome.nativeMessaging.in.281251c59865124d > \\.\pipe\chrome.nativeMessaging.out.281251c59865124d
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,2996,svchost.exe,running,1436,0.200000,0.049155338144,7.917969,11,0,1677949.926446,system,0.000000,1353.562500,1434.328125,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,3008,msedgewebview2.exe,running,18660,0.100000,0.043965776051,7.082031,50,32,111220.805577,other,0.000000,4.234375,11.328125,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\140.0.3485.94\msedgewebview2.exe --embedded-browser-webview=1 --webview-exe-name=Widgets.exe --webview-exe-version=525.24401.20.0 --user-data-dir=C:\Users\Apurav\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView --noerrdialogs --disk-cache-size=52428800 --edge-webview-is-background --lang=en-US --mojo-named-platform-channel-pipe=18660.40348.8537256546909429417 /pfhostedapp:89fd2c8424a52e419d22113fab889cb95e0b5251
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,3056,NVDisplay.Container.exe,running,1436,0.400000,0.216967346014,34.949219,39,0,1677949.882866,other,0.000000,1274.515625,2263.171875,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,3064,svchost.exe,running,1436,0.000000,0.025608306403,4.125000,2,0,1565504.842562,system,0.000000,1.781250,2.312500,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,3068,uihost.exe,running,20736,0.100000,0.209546757227,33.753906,66,32,111285.532346,other,627.000000,11.015625,82.937500,C:\Program Files\McAfee\WebAdvisor\UIHost.exe
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,3152,dasHost.exe,running,4892,0.000000,0.006668829793,1.074219,1,0,469430.983345,other,0.000000,0.000000,0.046875,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,3156,svchost.exe,running,1436,0.900000,0.126295511126,20.343750,6,0,1677947.175873,system,0.000000,1638.890625,3054.031250,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,3196,WUDFHost.exe,running,1436,0.000000,0.012513149720,2.015625,5,0,1677949.492066,other,0.000000,0.031250,0.062500,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,3224,msedge.exe,running,43284,0.000000,0.214299814097,34.519531,23,32,31727.311930,other,0.000000,1.453125,1.734375,"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-pre-read-main-dll --startup-read-main-dll --metrics-shmem-handle=2472,i,5476387376157022436,10078991206101679039,524288 --field-trial-handle=2328,i,3693845427014928361,4980737284678340405,262144 --variations-seed-version --mojo-platform-channel-handle=2624 /prefetch:11"
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,3316,svchost.exe,running,1436,0.000000,0.097946921935,15.777344,12,0,1677949.481704,system,0.000000,79.406250,77.093750,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,3336,svchost.exe,running,1436,0.000000,0.031622378362,5.093750,7,0,1677949.479155,system,0.000000,90.578125,108.343750,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,3392,svchost.exe,running,1436,0.100000,0.054878406620,8.839844,6,0,1677949.470608,system,25272.000000,192.125000,2120.093750,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,3400,svchost.exe,running,1436,0.000000,0.011640139274,1.875000,4,0,1677949.470469,system,0.000000,3.921875,5.281250,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,3408,svchost.exe,running,1436,0.000000,0.033247147802,5.355469,5,0,1677949.470426,system,0.000000,3.562500,3.296875,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,3480,svchost.exe,running,1436,0.000000,0.028421340061,4.578125,7,0,1677949.458580,system,0.000000,4.546875,4.937500,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,3532,MemCompression,running,4,0.100000,4.428054481672,713.273438,102,0,1677949.451249,other,0.000000,0.000000,4493.156250,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,3576,svchost.exe,running,1436,0.000000,0.031428376041,5.062500,4,0,1677949.448321,system,0.000000,71.812500,137.140625,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,3584,svchost.exe,running,1436,0.000000,0.041055741232,6.613281,2,0,1677949.447421,system,0.000000,3.062500,3.468750,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,3664,svchost.exe,running,1436,0.000000,0.040861738911,6.582031,2,0,1677949.437020,system,0.000000,6.171875,15.781250,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,3672,svchost.exe,running,1436,0.000000,0.036860441035,5.937500,7,0,1677949.436639,system,0.000000,12.687500,6.437500,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,3768,svchost.exe,running,1436,0.000000,0.070713846091,11.390625,6,0,1677949.394194,system,0.000000,41.203125,81.031250,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,3792,mongod.exe,running,1436,2.100000,0.138323655043,22.281250,34,0,1677948.878543,other,96152.000000,2879.312500,5278.828125,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,3800,svchost.exe,running,1436,0.000000,0.021946512590,3.535156,3,0,1677949.383887,system,0.000000,2.031250,2.421875,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,3904,chrome.exe,running,34260,0.000000,0.147247761819,23.718750,10,32,108.232854,interactive,1224.000000,0.109375,0.062500,"C:\Program Files\Google\Chrome\Application\chrome.exe --type=utility --utility-sub-type=proxy_resolver.mojom.ProxyResolverFactory --lang=en-US --service-sandbox-type=service --video-capture-use-gpu-memory-buffer --no-pre-read-main-dll --metrics-shmem-handle=6540,i,15674333825703710431,1646303125088813333,524288 --field-trial-handle=2156,i,2147719865916536532,17435777032184457909,262144 --variations-seed-version=20251006-050050.592000 --mojo-platform-channel-handle=17828 /prefetch:14"
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,3932,svchost.exe,running,1436,0.000000,0.217573603268,35.046875,4,0,1677949.326412,system,0.000000,1227.015625,324.437500,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,4008,LenovoVantage-(LenovoGamingSystemAddin).exe,running,4988,1.100000,0.079298448806,12.773438,38,0,1677924.314496,system,0.000000,363.093750,338.156250,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,4104,nvcontainer.exe,running,1436,0.000000,0.169703530503,27.335938,34,0,1677948.878904,other,0.000000,187.062500,206.843750,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,4144,svchost.exe,running,1436,0.000000,0.030991870818,4.992188,4,0,1677949.137422,system,0.000000,3.390625,3.203125,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,4244,svchost.exe,running,1436,0.000000,0.047239565221,7.609375,4,0,1677949.127901,system,0.000000,42.093750,20.218750,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,4252,svchost.exe,running,1436,2.000000,0.045469294040,7.324219,9,0,1677949.127875,system,0.000000,1572.765625,2301.140625,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,4416,svchost.exe,running,1436,0.000000,0.098480428318,15.863281,14,0,1677949.083074,system,0.000000,81.906250,65.343750,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,4444,svchost.exe,running,1436,0.000000,0.044669034465,7.195312,6,0,1677949.074998,system,0.000000,5.796875,11.859375,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,4548,spoolsv.exe,running,1436,0.000000,0.049494842206,7.972656,7,0,1677948.984830,other,0.000000,3.531250,5.296875,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,4608,svchost.exe,running,1436,0.000000,0.155929365695,25.117188,14,0,1677948.968407,system,0.000000,75.218750,75.359375,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,4648,mysqld.exe,running,1436,0.000000,0.018211967906,2.933594,3,0,1677948.875992,other,0.000000,0.046875,0.062500,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,4716,svchost.exe,running,1436,0.100000,0.021776760559,3.507812,6,0,1677948.903128,system,5940.000000,143.593750,172.390625,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,4724,svchost.exe,running,1436,0.000000,0.013410410456,2.160156,2,0,1677948.903046,system,0.000000,1.359375,1.484375,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,4852,svchost.exe,running,1436,0.000000,0.270633238127,43.593750,18,0,1677948.892299,system,0.000000,2160.687500,1743.421875,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,4864,FMService64.exe,running,1436,0.000000,0.036375435232,5.859375,7,0,1677948.892210,other,0.000000,9.375000,32.984375,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,4876,conhost.exe,running,6480,0.000000,0.010379124186,1.671875,4,0,1677932.196676,other,0.000000,42.000000,61.296875,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,4880,svchost.exe,running,1436,0.000000,0.092660358681,14.925781,6,0,1677948.891806,system,0.000000,107.078125,123.484375,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,4888,conhost.exe,running,14408,0.100000,0.010670127668,1.718750,4,0,1677859.534774,other,0.000000,43.203125,67.671875,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,4892,svchost.exe,running,1436,0.000000,0.035356923046,5.695312,6,0,1677948.891762,system,0.000000,29.593750,62.234375,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,4900,svchost.exe,running,1436,0.000000,0.272888515111,43.957031,14,0,1677948.891756,system,0.000000,436.781250,342.265625,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,4920,OneApp.IGCC.WinService.exe,running,1436,0.000000,0.056891180703,9.164062,6,0,1677948.891233,development,0.000000,20.500000,24.421875,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,4932,svchost.exe,running,1436,0.000000,0.047288065802,7.617188,6,0,1677948.890071,system,0.000000,5.421875,6.265625,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,4940,Lenovo.Modern.ImController.exe,running,1436,0.000000,0.252760774283,40.714844,30,0,1677948.889657,other,0.000000,124.328125,166.750000,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,4968,conhost.exe,running,9588,0.000000,0.006135323409,0.988281,2,0,1677932.183031,other,0.000000,0.078125,0.062500,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,4972,IntelAudioService.exe,running,1436,0.000000,0.047336566382,7.625000,7,0,1677948.889075,other,0.000000,2.546875,3.703125,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,4980,jhi_service.exe,running,1436,0.000000,0.007614591109,1.226562,2,0,1677948.888412,other,0.000000,0.078125,0.031250,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,4988,LenovoVantageService.exe,running,1436,0.000000,0.295877790178,47.660156,20,0,1677948.887635,other,0.000000,1204.812500,671.875000,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,5020,LenovoUtilityService.exe,running,1436,0.000000,0.081044469697,13.054688,6,0,1677948.886910,other,0.000000,29.140625,33.531250,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,5040,NahimicService.exe,running,1436,0.000000,0.124646491395,20.078125,21,0,1677948.884776,other,0.000000,161.453125,228.734375,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,5068,ipfsvc.exe,running,1436,0.000000,0.015035179896,2.421875,8,0,1677948.882769,other,0.000000,0.328125,0.578125,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,5092,MpDefenderCoreService.exe,running,1436,0.000000,0.140481930866,22.628906,9,0,1677948.881563,other,0.000000,21.765625,42.796875,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,5156,pg_ctl.exe,running,1436,0.000000,0.007517589948,1.210938,2,0,1677948.873109,other,0.000000,0.109375,0.078125,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,5228,RtkBtManServ.exe,running,1436,0.000000,0.027111824393,4.367188,6,0,1677948.868998,other,0.000000,66.390625,369.531250,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,5256,RtkAudUService64.exe,running,1436,0.000000,0.038654962507,6.226562,33,0,1677948.868415,other,0.000000,4.140625,11.359375,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,5276,svchost.exe,running,1436,0.000000,0.011834141596,1.906250,3,0,1677948.866245,system,0.000000,0.062500,0.078125,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,5292,svchost.exe,running,1436,0.000000,0.128526537820,20.703125,16,0,1677931.080319,system,0.000000,29.125000,34.203125,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,5328,UDClientService.exe,running,1436,0.500000,0.205884963414,33.164062,39,0,1677948.862715,other,0.000000,1377.125000,1815.015625,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,5344,MsMpEng.exe,running,1436,10.600000,1.746845401005,281.382812,76,0,1677948.860722,other,0.000000,17154.156250,4330.218750,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,5396,svchost.exe,running,1436,1.200000,0.190801282937,30.734375,18,0,1677948.857921,system,0.000000,790.921875,683.968750,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,5408,WMIRegistrationService.exe,running,1436,0.000000,0.011446136953,1.843750,2,0,1677948.854535,other,0.000000,0.171875,0.218750,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,5456,svchost.exe,running,1436,0.000000,0.101075209365,16.281250,8,0,1677948.852113,system,0.000000,15.796875,17.968750,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,5484,svchost.exe,running,1436,0.000000,0.014380422062,2.316406,2,0,1677948.848203,system,0.000000,1.343750,1.500000,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,5544,ipf_uf.exe,running,1436,0.000000,0.016926702528,2.726562,5,0,1677948.840805,other,0.000000,2.218750,2.562500,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,5564,wslservice.exe,running,1436,0.000000,0.058734202755,9.460938,5,0,1677948.837176,other,0.000000,7.312500,7.421875,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,5716,svchost.exe,running,1436,0.000000,0.106289021748,17.121094,5,0,75215.951040,system,0.000000,20.515625,3.625000,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,5764,svchost.exe,running,1436,0.000000,0.039455222082,6.355469,4,0,1677948.820500,system,0.000000,45.187500,121.500000,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,6076,OfficeClickToRun.exe,running,1436,0.000000,0.182677435736,29.425781,19,0,383346.521700,other,0.000000,29.875000,25.859375,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,6256,svchost.exe,running,1436,0.000000,0.060746976838,9.785156,9,0,1677448.662045,system,0.000000,138.546875,165.265625,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,6284,svchost.exe,running,1436,0.000000,0.052889882827,8.519531,4,0,1566057.537903,system,0.000000,40.734375,84.031250,
1,1759932285.592371,19.300,84.100,0.000000,336,2025-10-08T19:34:45.592371,6372,msedgewebview2.exe,running,3008,0.000000,0.028639592673,4.613281,7,32,111220.782532,other,0.000000,0.078125,0.062500,"C:\Program Files (x86)\Microsoft\EdgeWebView\Application\140.0.3485.94\msedgewebview2.exe --type=crashpad-handler --user-data-dir=C:\Users\Apurav\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView /prefetch:4 /pfhostedapp:89fd2c8424a52e419d22113fab889cb95e0b5251 --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\Apurav\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Crashpad --metrics-dir=C:\Users\Apurav\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=140.0.7339.208 --annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\140.0.3485.94\msedgewebview2.exe --annotation=plat=Win64 --annotation=prod=Edge WebView2 --annotation=ver=140.0.3485.94 --initial-client-data=0x17c,0x180,0x184,0x158,0x18c,0x7ffd983f2300,0x7ffd983f230c,0x7ffd983f2318"
